,三年一般定期儲蓄存款機動利率,三年一般定期儲蓄存款固定利率,三年五百萬元(含)以上定期儲蓄存款機動利率,三年五百萬元(含)以上定期儲蓄存款固定利率,二年 ~ 未滿三年一般定期儲蓄存款機動利率,二年 ~ 未滿三年一般定期儲蓄存款固定利率,二年 ~ 未滿三年五百萬元(含)以上定期儲蓄存款機動利率,二年 ~ 未滿三年五百萬元(含)以上定期儲蓄存款固定利率,一年 ~ 未滿二年一般定期儲蓄存款機動利率,一年 ~ 未滿二年一般定期儲蓄存款固定利率,一年 ~ 未滿二年五百萬元(含)以上定期儲蓄存款機動利率,一年 ~ 未滿二年五百萬元(含)以上定期儲蓄存款固定利率,活期儲蓄存款利率,三年一般定期存款機動利率,三年一般定期存款固定利率,三年五百萬元(含)以上定期存款機動利率,三年五百萬元(含)以上定期存款固定利率,二年 ~ 未滿三年一般定期存款機動利率,二年 ~ 未滿三年一般定期存款固定利率,二年 ~ 未滿三年五百萬元(含)以上定期存款機動利率,二年 ~ 未滿三年五百萬元(含)以上定期存款固定利率,一年 ~ 未滿二年一般定期存款機動利率,一年 ~ 未滿二年一般定期存款固定利率,一年 ~ 未滿二年五百萬元(含)以上定期存款機動利率,一年 ~ 未滿二年五百萬元(含)以上定期存款固定利率,九個月 ~ 未滿十二個月一般定期存款機動利率,九個月 ~ 未滿十二個月一般定期存款固定利率,九個月 ~ 未滿十二個月五百萬元(含)以上定期存款機動利率,九個月 ~ 未滿十二個月五百萬元(含)以上定期存款固定利率,六個月 ~ 未滿九個月一般定期存款機動利率,六個月 ~ 未滿九個月一般定期存款固定利率,六個月 ~ 未滿九個月五百萬元(含)以上定期存款機動利率,六個月 ~ 未滿九個月五百萬元(含)以上定期存款固定利率,三個月 ~ 未滿六個月一般定期存款機動利率,三個月 ~ 未滿六個月一般定期存款固定利率,三個月 ~ 未滿六個月五百萬元(含)以上定期存款機動利率,三個月 ~ 未滿六個月五百萬元(含)以上定期存款固定利率,一個月 ~ 未滿三個月一般定期存款機動利率,一個月 ~ 未滿三個月一般定期存款固定利率,一個月 ~ 未滿三個月五百萬元(含)以上定期存款機動利率,一個月 ~ 未滿三個月五百萬元(含)以上定期存款固定利率,活期存款利率,薪資轉帳活期儲蓄存款,證券戶活期儲蓄存款,基本放款利率,信用卡循環信用差別利率第一級,信用卡循環信用差別利率第二級,信用卡循環信用差別利率第三級,信用卡循環信用差別利率第四級,信用卡循環信用差別利率第五級,基準利率(按月),基準利率(按季),定儲利率指數(按月),定儲利率指數(按季),中華郵政一年期定期儲金機動利率(未達五百萬元),中華郵政二年期定期儲金機動利率(未達五百萬元),Unnamed: 56,日期
740,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-01-11
741,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-01-12
742,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-01-13
743,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-01-14
744,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-01-15
745,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-01-16
746,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-01-17
747,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-01-18
748,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-01-19
749,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-01-20
750,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-01-21
751,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-01-22
752,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-01-23
753,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-01-24
754,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-01-25
755,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-01-26
756,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-01-27
757,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-01-28
758,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-01-29
759,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-01-30
760,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-01-31
761,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-02-01
762,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-02-02
763,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-02-03
764,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-02-04
765,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-02-05
766,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-02-06
767,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-02-07
768,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-02-08
769,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-02-09
770,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-02-10
771,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-02-11
772,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-02-12
773,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-02-13
774,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-02-14
775,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-02-15
776,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-02-16
777,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-02-17
778,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-02-18
779,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-02-19
780,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-02-20
781,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-02-21
782,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-02-22
783,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-02-23
784,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-02-24
785,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-02-25
786,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-02-26
787,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-02-27
788,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-02-28
789,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-03-01
790,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-03-02
791,1.165,1.115,0.29,0.28,1.115,1.075,0.26,0.25,1.09,1.07,0.24,0.23,0.2,1.115,1.065,0.29,0.28,1.09,1.04,0.26,0.25,1.065,1.035,0.24,0.23,0.95,0.91,0.2,0.19,0.835,0.795,0.17,0.16,0.66,0.63,0.14,0.13,0.6,0.6,0.11,0.11,0.08,0.25,0.03,-,5.3389999999999995,7.3389999999999995,8.339,9.339,11.339,2.616,2.616,1.089,1.089,1.06,1.095,,2019-03-03
